rotation_x,rotation_y,rotation_z,rotation_omega,ball_start_x,ball_start_y,ball_start_z,ball_end_x,ball_end_y,ball_end_z,ball_speed,initial_rot_x,initial_rot_y,initial_rot_z,ball_position_world_x,ball_position_world_y,ball_position_world_z,camera_position_world_x,camera_position_world_y,camera_position_world_z,camera_rotation_world_x,camera_rotation_world_y,camera_rotation_world_z,total_frames,total_rotations,video_length,fps
-71.7948717948718,-22.5641025641026,6.15384615384615,75.50835823305012,0.0,0.6,0.0,0.0,-0.6,0.0,20.0,-10.3048226592904,24.7185913310676,-25.1393530097006,0.0,-0.6000000238418579,0.0,1.2000000476837158,0.0,0.0,1.5707963705062866,0.0,1.5707963705062866,500,13.034630339980277,0.172625,2896
